food_name,calories_kcal,protein_g,carbs_g,fat_g,sodium_mg,sugar_g
"In for, M JOHN, ENF, ENFAC LIP, with ir, po, wi ARA and DH",514.0,12.5,56.0,27.0,173.0,0.0
"CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF (FORMERLY ROSS)",99.0,2.86,11.15,4.77,36.0,0.0
"CHI FORMU,ABBT NUTR,PEDIASU,RTF,W/ IRON & FIB (FORMER ROSS)",99.0,2.8,11.28,4.7,36.0,0.0
"TODDLER FORMULA, MEAD JOHNSON, ENFAGROW PREMIUM, RTF",64.0,1.78,7.18,3.63,25.0,0.0
"FAT,BEEF TALLOW",902.0,0.0,0.0,100.0,0.0,0.0
LARD,902.0,0.0,0.0,100.0,0.0,0.0
"SALAD DRSNG,KRAFT MAYO LT MAYO",334.0,0.6,8.5,32.9,633.0,0.0
"SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG",70.0,0.2,12.4,2.7,750.0,0.0
"SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG",84.0,0.2,15.5,2.7,788.0,0.0
"SALAD DRSNG,RUSSIAN DRSNG",355.0,0.69,31.9,26.18,1133.0,0.0
"SALAD DRSNG,SESAME SD DRSNG,REG",443.0,3.1,8.6,45.2,1000.0,0.0
"SALAD DRSNG,1000 ISLAND,COMM,REG",370.0,1.09,14.64,35.06,863.0,0.0
"SALAD DRSNG,MAYO TYPE,REG,W/SALT",390.0,0.9,23.9,33.4,711.0,0.0
"SALAD DRSNG,FRENCH DRSNG,RED FAT",222.0,0.58,31.22,11.52,838.0,0.0
"SALAD DRSNG,ITALIAN DRSNG,RED FAT",75.0,0.47,4.57,6.38,1074.0,0.0
"SALAD DRSNG,RUSSIAN DRSNG,LO CAL",141.0,0.5,27.6,4.0,868.0,0.0
"SALAD DRSNG,1000 ISLAND DRSNG,RED FAT",195.0,0.83,24.06,11.32,955.0,0.0
"SALAD DRSNG,MAYO,SOYBN OIL,W/SALT",718.0,0.9,3.16,79.39,568.0,0.0
"SALAD DRSNG,MAYO,SOYBN&SAFFLOWER OIL,W/SALT",717.0,1.1,2.7,79.4,568.0,0.0
"SALAD DRSNG,MAYO,IMITN,SOYBN",232.0,0.3,16.0,19.2,497.0,0.0
"SALAD DRSNG,MAYO,IMITN,MILK CRM",97.0,2.1,11.1,5.1,504.0,0.0
"SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL",482.0,0.1,15.8,47.7,353.0,0.0
"SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS",389.0,0.9,22.4,34.0,1000.0,0.0
"SHORTENING,HOUSEHOLD,PARTIALLY HYDROG SOYBN -COTTONSEED",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED)",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,RICE BRAN",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,WHEAT GERM",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,PNUT,SALAD OR COOKING",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,SOYBN,SALAD OR COOKING",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,COCNT",862.0,0.0,0.0,100.0,0.0,0.0
"OIL,OLIVE,SALAD OR COOKING",884.0,0.0,0.0,100.0,2.0,0.0
"OIL,PALM",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,SESAME,SALAD OR COOKING",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,SUNFLOWER,LINOLEIC (LESS THAN 60%)",884.0,0.0,0.0,100.0,0.0,0.0
"MARGARINE,REG,HARD,SOYBN (HYDR)",719.0,0.9,0.9,80.5,943.0,0.0
"SALAD DRSNG,ITALIAN DRSNG,COMM,REG",291.0,0.38,10.43,28.37,1018.0,0.0
"SALAD DRSNG,FRENCH DRSNG,COMM,REG",457.0,0.77,15.58,44.81,836.0,0.0
"VEG OIL SPRD,UNSPEC OILS,APPROX 37% FAT,W/ SALT",339.0,0.51,0.66,37.77,589.0,0.0
"SALAD DRSNG,FRENCH,HOME RECIPE",631.0,0.1,3.4,70.2,658.0,0.0
"SALAD DRSNG,HOME RECIPE,CKD",157.0,4.2,14.9,9.5,734.0,0.0
"SALAD DRSNG,HOME RECIPE,VINEGAR&OIL",449.0,0.0,2.5,50.1,1.0,0.0
"SALAD DRSNG,FRENCH DRSNG,COMM,REG,WO/ SALT",459.0,0.77,15.58,44.81,0.0,0.0
"SALAD DRSNG,FRENCH DRSNG,RED FAT,WO/ SALT",233.0,0.58,29.28,13.46,30.0,0.0
"SALAD DRSNG,ITALIAN DRSNG,COMM,REG,WO/ SALT",292.0,0.38,10.43,28.37,30.0,0.0
"SALAD DRSNG,ITALIAN DRSNG,RED FAT,WO/ SALT",76.0,0.47,4.57,6.38,30.0,0.0
"SALAD DRSNG,MAYO,SOYBN OIL,WO/SALT",717.0,1.1,2.7,79.4,30.0,0.0
"SALAD DRSNG,FRENCH,CTTNSD,OIL,HOME RECIPE",631.0,0.1,3.4,70.2,658.0,0.0
"SALAD DRSNG,FRENCH DRSNG,FAT-FREE",132.0,0.2,32.14,0.27,853.0,0.0
"OIL,COCOA BUTTER",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,CTTNSD,SALAD OR COOKING",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,SUNFLOWER,LINOLEIC,(APPROX. 65%)",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,SAFFLOWER,SALAD OR COOKING,LINOLEIC,(OVER 70%)",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,SAFFLOWER,SALAD OR COOKING,HI OLEIC",884.0,0.0,0.0,100.0,0.0,0.0
"VEGETABLE OIL,PALM KERNEL",862.0,0.0,0.0,100.0,0.0,0.0
"OIL,POPPYSEED",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,TOMATOSEED",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,TEASEED",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,GRAPESEED",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,CORN,INDUSTRIAL & RTL,ALLPURP SALAD OR COOKING",884.0,0.0,0.0,100.0,0.0,0.0
"FAT,MUTTON TALLOW",902.0,0.0,0.0,100.0,0.0,0.0
"OIL,WALNUT",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,ALMOND",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,APRICOT KERNEL",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,SOYBN LECITHIN",763.0,0.0,0.0,100.0,0.0,0.0
"OIL,HAZELNUT",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,BABASSU",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,SHEANUT",884.0,0.0,0.0,100.0,0.0,0.0
"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,COMM,REG",476.0,1.37,4.62,51.1,1041.0,0.0
"OIL,CUPU ASSU",884.0,0.0,0.0,100.0,0.0,0.0
"FAT,CHICKEN",900.0,0.0,0.0,99.8,0.0,0.0
"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED) & CTTNSD",884.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING,HOUSEHOLD,LARD&VEG OIL",900.0,0.0,0.0,100.0,0.0,0.0
"OIL,SUNFLOWER,LINOLEIC,(PARTIALLY HYDROGENATED)",884.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING BREAD,SOYBN (HYDR)&CTTNSD",884.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING CAKE MIX,SOYBN (HYDR)&CTTNSD (HYDR)",884.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING INDUSTRIAL,LARD&VEG OIL",900.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING FRYING (HVY DUTY),BF TALLOW&CTTNSD",900.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING CONFECTIONERY,COCNT (HYDR)&OR PALM KERNEL (HYDR)",884.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING INDUSTRIAL,SOYBN (HYDR)&CTTNSD",884.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING FRYING (HVY DUTY),PALM (HYDR)",884.0,0.0,0.0,100.0,0.0,0.0
SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC (LESS THAN 1%",884.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING,CONFECTIONERY,FRACTIONATED PALM",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,NUTMEG BUTTER",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,UCUHUBA BUTTER",884.0,0.0,0.0,100.0,0.0,0.0
"FAT,DUCK",882.0,0.0,0.0,99.8,0.0,0.0
"FAT,TURKEY",900.0,0.0,0.0,99.8,0.0,0.0
"FAT,GOOSE",900.0,0.0,0.0,99.8,0.0,0.0
"OIL,AVOCADO",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,CANOLA",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,MUSTARD",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,SUNFLOWER,HI OLEIC (70% & OVER)",884.0,0.0,0.0,100.0,0.0,0.0
"MARGARINE-LIKE,MARGARINE-BUTTER BLEND,SOYBN OIL & BUTTER",714.0,0.31,0.77,80.32,633.0,0.0
"SHORTENING,SPL PURPOSE FOR CAKES&FROSTINGS,SOYBN (HYDR)",884.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING,SPL PURPOSE FOR BAKING,SOYBN (HYDR) PALM&CTTNSD",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,OAT",884.0,0.0,0.0,100.0,0.0,0.0
"FISH OIL,COD LIVER",902.0,0.0,0.0,100.0,0.0,0.0
"FISH OIL,HERRING",902.0,0.0,0.0,100.0,0.0,0.0
"FISH OIL,MENHADEN",902.0,0.0,0.0,100.0,0.0,0.0
"FISH OIL,MENHADEN,FULLY HYDR",902.0,0.0,0.0,100.0,0.0,0.0
"FISH OIL,SALMON",902.0,0.0,0.0,100.0,0.0,0.0
"FISH OIL,SARDINE",902.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",884.0,0.0,0.0,100.0,0.0,0.0
"MARGARINE-LIKE,VEG OIL-BUTTER SPRD,TUB,W/ SALT",362.0,1.0,1.0,40.0,786.0,0.0
"BUTTER,LT,STK,W/SALT",509.0,3.3,0.0,55.1,450.0,0.0
"BUTTER,LT,STK,WO/SALT",499.0,3.3,0.0,55.1,36.0,0.0
"MEAT DRIPPINGS (LARD,BF TALLOW,MUTTON TALLOW)",889.0,0.0,0.0,98.59,545.0,0.0
"ANIMAL FAT,BACON GREASE",897.0,0.0,0.0,99.5,150.0,0.0
"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT",717.0,0.16,0.7,80.71,751.0,0.0
"MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT",713.0,0.22,0.75,80.17,657.0,0.0
"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STK,W/ SALT",537.0,0.12,0.69,60.39,785.0,0.0
"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,TUB,W/ SALT",533.0,0.17,0.86,59.81,615.0,0.0
"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,W/ SALT",526.0,0.6,0.0,59.17,700.0,0.0
"SHORTENING,VEG,HOUSEHOLD,COMP",884.0,0.0,0.0,99.97,4.0,0.0
"MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT",717.0,0.16,0.7,80.71,2.0,0.0
"MARGARINE,REG,80% FAT,COMP,TUB,WO/ SALT",713.0,0.22,0.75,80.17,28.0,0.0
"VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT",533.0,0.17,0.86,59.81,2.0,0.0
"MARGARINE-LIKE,VEG OIL SPRD,FAT FREE,LIQ,W/ SALT",43.0,1.5,2.5,3.0,833.0,0.0
"MARGARINE-LIKE SPRD W/ YOGURT,70% FAT,STK,W/ SALT",630.0,0.3,0.5,70.0,590.0,0.0
"MARGARINE-LIKE SPRD W/ YOGURT,APPROX 40% FAT,TUB,W/ SALT",330.0,2.0,2.0,35.0,630.0,0.0
"MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS",717.0,0.16,0.7,80.71,654.0,0.0
"MARGARINE, VEG OIL SPRD,70% FAT,SOYBN & PART HYDR SOYBN,STK",628.0,0.26,1.53,70.22,700.0,0.0
"MARGARINE SPRD,APPROX 48% FAT,TUB",424.0,0.2,0.86,47.53,646.0,0.0
"MARGARINE-LIKE,VEG OIL SPRD,FAT-FREE,TUB",44.0,0.1,4.34,3.04,580.0,0.0
"MARGARINE-LIKE,VEG OIL SPRD,20% FAT,W/ SALT",175.0,0.0,0.4,19.5,733.0,0.0
"MARGARINE-LIKE,VEG OIL SPRD,20% FAT,WO/ SALT",175.0,0.0,0.4,19.5,0.0,0.0
"SALAD DRSNG,1000 ISLAND DRSNG,FAT-FREE",132.0,0.55,29.27,1.45,788.0,0.0
"SALAD DRSNG,ITALIAN DRSNG,FAT-FREE",47.0,0.97,8.75,0.87,1129.0,0.0
"SALAD DRSNG,RANCH DRSNG,FAT-FREE",119.0,0.25,26.51,1.92,897.0,0.0
"SALAD DRSNG,RANCH DRSNG,COMM,REG",484.0,1.03,6.69,51.39,1094.0,0.0
"SALAD DRSNG,RANCH DRSNG,RED FAT",196.0,1.25,21.33,12.42,1120.0,0.0
"SALAD DRSNG,MAYO,LT",324.0,0.88,8.2,33.09,673.0,0.0
"OIL,INDUSTRIAL,MID-OLEIC,SUNFLOWER",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUSTRIAL,CANOLA W/ ANTIFOAMING AGENT",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUSTRIAL,CANOLA FOR SALADS,WOKS & LT FRYING",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUS,CANOLA (PART HYDROG) OIL FOR DEEP FAT FRYING",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUSTRIAL,COCNT",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUSTRIAL,SOY (PART HYDR),FOR POPCORN & FLAVORING VEG",884.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING,INDUS,SOY (PART HYDROG),POURABLE LIQ FRY",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUSTRIAL,SOY,REFINED,FOR WOKS & LT FRYING",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUSTRIAL,SOY (PART HYDR),FOR NON-DAIRY BUTTER FLAVOR",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUSTRIAL,SOY ( PART HYDROGENATED),ALLPURP",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUSTRIAL,SOY (PART HYDR ) & SOY,POURABLE FRY",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUS,SOY (PART HYDROG) & CTTNSD,TORTILLA SHORTENING",884.0,0.0,0.0,100.0,0.0,0.0
"MARGARINE-LIKE SHORTENING,INDUS,SOY(PART  HYDR),CTTNSD,& SOY",628.0,0.0,0.0,71.0,864.0,0.0
"OIL,INDUSTRIAL,PALM KERNEL,CONFECTION FAT",884.0,0.0,0.0,100.0,6.0,0.0
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT",884.0,0.0,0.0,100.0,6.0,0.0
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT",884.0,0.0,0.0,100.0,6.0,0.0
"OIL,INDUSTRIAL,COCNT,CONFECTION FAT,ICE CRM COATINGS",884.0,0.0,0.0,100.0,5.0,0.0
"OIL,INDUSTRIAL,PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS",884.0,0.0,0.0,100.0,6.0,0.0
"OIL,INDUSTRIAL,COCNT (HYDROGENATED),FOR TOPPINGS & WHITENERS",880.0,0.0,0.0,99.5,7.0,0.0
"OIL,INDUSTRIAL,PALM & PALM KERNEL,FILLING FAT (NON-HYDROG)",880.0,0.0,0.0,99.5,6.0,0.0
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),FILLING FAT",884.0,0.0,0.0,100.0,6.0,0.0
"OIL,INDUSTRIAL,SOY (PARTHYDR ),PALM, ICINGS & FILLINGS",884.0,0.0,0.0,100.0,0.0,0.0
"MARGARINE,INDUS,NON-DAIRY,CTTNSD,SOY OIL (PART HYDR )",714.0,1.9,0.0,80.2,879.0,0.0
"SHORTENING,INDUSTRIAL,SOY (PARTIALLY HYDR )&CORN FOR FRYING",884.0,0.0,0.0,100.0,0.0,0.0
"SHORTENING,INDUS,SOY (PART HYDR ) FOR BAKING & CONFECTIONS",884.0,0.0,0.0,100.0,0.0,0.0
"MARGARINE,INDUS,SOY & PART HYDR SOY OIL,BAKING,SAUCES,CANDY",714.0,0.18,0.71,80.0,886.0,0.0
"USDA CMDTY FD,OIL,VEG,SOYBN,REFINED",884.0,0.0,0.0,100.0,0.0,0.0
"USDA CMDTY FD,OIL,VEG,LO SATURATED FAT",884.0,0.0,0.0,100.0,0.0,0.0
"MARGARINE-LIKE SPRD,SMART BALANCE REG BUTTERY SPRD",583.0,0.14,0.14,64.63,646.0,0.0
"MARGARINE-LIKE SPRD,SMART BALANCE LT BUTTERY SPRD",337.0,0.02,1.98,36.41,580.0,0.0
"MARGARINE-LIKE SPRD,SMART BEAT SUPER LT WO/ SATURATED FAT",158.0,0.0,0.0,17.1,755.0,0.0
"MARGARINE-LIKE SPRD,SMART BEAT SMART SQUEEZE",47.0,0.0,7.1,2.1,829.0,0.0
"MARGARINE-LIKE SPRD,SMART BALANCE OMEGA PLUS SPRD",605.0,0.13,0.16,70.95,729.0,0.0
"OIL,VEG,NATREON CANOLA,HI STABILITY,NON TRANS,HI OLEIC (70%)",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,PAM COOKING SPRAY,ORIGINAL",792.0,0.26,20.69,78.69,59.0,0.0
"MARGARINE,MARGARINE-LIKE VEG OIL SPRD,67-70% FAT,TUB",606.0,0.07,0.59,68.29,536.0,0.0
"MARGARINE,80% FAT,TUB,CANOLA HARVEST SOFT SPRD",730.0,0.41,1.39,80.32,714.0,0.0
"OIL,COOKING & SALAD,ENOVA,80% DIGLYCERIDES",884.0,0.0,0.0,100.0,0.0,0.0
"SALAD DRSNG,HONEY MUSTARD DRSNG,RED CAL",207.0,0.98,29.27,10.0,900.0,0.0
"MARGARINE-LIKE SPRD,BENECOL LT SPRD",357.0,0.0,5.71,38.71,670.0,0.0
"SALAD DRSNG,SPRAY-STYLE DRSNG,ASSORTED FLAVORS",165.0,0.16,16.6,10.75,1102.0,0.0
"SALAD DRSNG,MAYO,LT,SMART BALANCE,OMEGA PLUS LT",333.0,1.53,9.39,34.18,848.0,0.0
"VEG OIL SPRD,37% FAT,UNSPEC OILS,W/ SALT,W/ ADDED VITAMIN D",339.0,0.51,0.66,37.77,589.0,0.0
"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT,W/ ADDED VITAMIN D",717.0,0.16,0.7,80.71,751.0,0.0
"MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT,W/ ADDED VITAMIN D",713.0,0.22,0.75,80.17,657.0,0.0
"VEG OIL SPRD,60% FAT,STK,W/ SALT,W/ ADDED VITAMIN D",537.0,0.12,0.69,60.39,785.0,0.0
"VEG OIL SPRD,60% FAT,TUB,W/ SALT,W/ ADDED VITAMIN D",533.0,0.17,0.86,59.81,785.0,0.0
"VEG-OIL SPRD,STICK/TUB/BOTTLE,60% FAT,W/ ADDED VITAMIN D",535.0,0.6,0.0,59.17,785.0,0.0
"MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT,W/ ADDED VITAMIN D",717.0,0.16,0.7,80.71,2.0,0.0
"VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT,W/VIT D",542.0,0.17,0.86,59.81,2.0,0.0
"OIL,INDUSTRIAL,CANOLA,HI OLEIC",900.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUSTRIAL,SOY,LO LINOLENIC",900.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUSTRIAL,SOY,ULTRA LO LINOLENIC",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUSTRIAL,SOY,FULLY HYDR",884.0,0.0,0.0,100.0,0.0,0.0
"OIL,INDUSTRIAL,CTTNSD,FULLY HYDR",884.0,0.0,0.0,100.0,0.0,0.0
"SALAD DRSNG,HONEY MUSTARD,REG",464.0,0.87,23.33,40.83,650.0,0.0
"SALAD DRSNG,POPPYSEED,CREAMY",399.0,0.92,24.53,33.33,788.0,0.0
"SALAD DRSNG,CAESAR,FAT-FREE",131.0,1.47,30.73,0.23,1265.0,0.0
"DRESSING,HONEY MUSTARD,FAT-FREE",169.0,1.07,38.43,1.47,1004.0,0.0
"OIL,FLAXSEED,CONTAINS ADDED SLICED FLAXSEED",878.0,0.37,0.39,99.01,6.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RAW",213.0,18.33,0.13,14.83,70.0,0.0
"CHICKEN,BROILER OR FRYER,MEAT&SKN&GIBLETS&NECK,FRIED,BATTER",291.0,22.84,9.03,17.53,284.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,FRIED,FLR",272.0,28.57,3.27,15.27,86.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RSTD",234.0,26.78,0.06,13.27,79.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,STWD",216.0,24.49,0.06,12.37,66.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT & SKN,RAW",215.0,18.6,0.0,15.06,70.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER",289.0,22.54,9.42,17.35,292.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR",269.0,28.56,3.15,14.92,84.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,RSTD",239.0,27.3,0.0,13.6,82.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,STWD",219.0,24.68,0.0,12.56,67.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW",119.0,21.39,0.0,3.08,77.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,CKD,FRIED",219.0,30.57,1.69,9.12,91.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RSTD",190.0,28.93,0.0,7.41,86.0,0.0
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD",177.0,27.29,0.0,6.71,70.0,0.0
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,RAW",349.0,13.33,0.0,32.35,63.0,0.0
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,BATTER",394.0,10.32,23.15,28.83,581.0,0.0
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,FLR",502.0,19.09,9.34,42.58,53.0,0.0
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,RSTD",454.0,20.36,0.0,40.68,65.0,0.0
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,STWD",363.0,15.22,0.0,33.04,56.0,0.0
"CHICKEN,BROILERS OR FRYERS,GIBLETS,RAW",124.0,17.88,1.8,4.47,77.0,0.0
"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,FRIED",277.0,32.54,4.35,13.46,113.0,0.0
"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,SIMMRD",157.0,27.15,0.0,4.5,67.0,0.0
"CHICKEN,GIZZARD,ALL CLASSES,RAW",94.0,17.66,0.0,2.06,69.0,0.0
"CHICKEN,GIZZARD,ALL CLASSES,CKD,SIMMRD",154.0,30.39,0.0,2.68,56.0,0.0
"CHICKEN,HEART,ALL CLASSES,RAW",153.0,15.55,0.71,9.33,74.0,0.0
"CHICKEN,HEART,ALL CLASSES,CKD,SIMMRD",185.0,26.41,0.1,7.92,48.0,0.0
"CHICKEN,LIVER,ALL CLASSES,RAW",119.0,16.92,0.73,4.83,71.0,0.0
"CHICKEN,LIVER,ALL CLASSES,CKD,SIMMRD",167.0,24.46,0.87,6.51,76.0,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT & SKN,RAW",186.0,20.27,0.0,11.07,65.0,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER",277.0,23.55,9.5,15.44,287.0,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,FLR",246.0,30.45,1.82,12.09,77.0,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,RSTD",222.0,29.02,0.0,10.85,75.0,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,STWD",201.0,26.14,0.0,9.97,63.0,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT & SKN,RAW",237.0,16.69,0.0,18.34,73.0,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,BATTER",298.0,21.85,9.38,18.64,295.0,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,FLR",285.0,27.22,4.08,16.91,89.0,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,RSTD",253.0,25.97,0.0,15.78,87.0,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,STWD",233.0,23.5,0.0,14.66,70.0,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,RAW",114.0,23.2,0.0,1.65,68.0,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,FRIED",192.0,32.82,0.42,5.54,81.0,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,RSTD",173.0,30.91,0.0,4.51,77.0,0.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,STWD",159.0,28.88,0.0,3.99,65.0,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,RAW",125.0,20.08,0.0,4.31,85.0,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,FRIED",239.0,28.99,2.59,11.62,97.0,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,RSTD",205.0,27.37,0.0,9.73,93.0,0.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,STWD",192.0,25.97,0.0,8.98,74.0,0.0
"CHICKEN,BROILERS OR FRYERS,FAT,RAW",629.0,3.73,0.0,67.95,32.0,0.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,RAW",319.0,14.05,0.0,28.74,64.0,0.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,BATTER",331.0,21.97,10.25,21.91,317.0,0.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,FLR",331.0,27.79,6.5,20.74,90.0,0.0
